,rrmse,nse,r2
1,0.4822996092077045,0.3340343258436188,0.3544737422121967
2,0.48022459896364195,0.339752401945867,0.3632555782739807
3,0.4759419776985949,0.3514760089747383,0.37787571248893626
4,0.46728427457352467,0.37485558300966104,0.3983246579541235
5,0.47093567781630363,0.36504753718435523,0.39138431094750503
6,0.4775395558150142,0.3471149454368071,0.37192765612762363
7,0.48329818525467844,0.33127377700880867,0.370475037534643
8,0.48797868188044247,0.31825851226159896,0.3610894538745272
9,0.4704705423281598,0.36630118215935303,0.39620883841876997
10,0.4455979181703093,0.4315342139338537,0.45064907143442706
