,rrmse,nse,r2
1,0.22621414102490087,0.8052249332920681,0.8059168754520809
2,0.1821336334084186,0.8737375637353884,0.8749221080984665
3,0.1721764875962167,0.8871655932517258,0.8879855459550344
4,0.17622397659437272,0.8817982636723981,0.884591451270916
5,0.16801159508207386,0.8925584235641468,0.892607538576199
6,0.16952852563234486,0.8906095441814037,0.8955844903577663
7,0.16322371253239612,0.8985947674591916,0.905419510488381
8,0.16956262744741915,0.8905655304877758,0.8965321187629816
9,0.1646508722476706,0.8968137253245015,0.9044895861249219
10,0.17833044125556452,0.8789555642533049,0.8885187961274527
11,0.17118309122595904,0.8884638649754878,0.8928097354530885
12,0.17793454488867055,0.8794924087680744,0.8909935672960034
