,rrmse,nse,r2
1,0.44430515492692974,0.6209741893000805,0.6313519861865445
2,0.3762545542273973,0.7281873829705894,0.729657865460664
3,0.33725347086952295,0.7816169450042771,0.7914267206224366
4,0.34188364716825287,0.7755793903368632,0.7776697179250006
5,0.341113232920501,0.7765896874381818,0.7812593781133091
6,0.31076839285205166,0.8145700996654799,0.8194622264340836
7,0.33849490191864284,0.7800062485856619,0.787761761898849
8,0.343674897027257,0.7732215912328763,0.7798874994478
9,0.34141016954840686,0.7762005639910073,0.7790539806627711
10,0.32365589459848026,0.7988717275669871,0.7991973136185183
