,rrmse,nse,r2
1,0.1856826066308321,0.7516334302080097,0.752000703182378
2,0.17066390875153928,0.7901861914078686,0.7904645547445209
3,0.1654064203820325,0.8029141625771956,0.8031760514929028
4,0.15792752544753103,0.8203338126003932,0.8204817391130523
5,0.15711619748917907,0.8221750846640218,0.8228026306428247
6,0.15757856258767483,0.8211269303005829,0.8228472151899261
7,0.15581833997888506,0.825100794170588,0.8262792423359497
8,0.14594859695306076,0.8465557779660351,0.8469914859722034
9,0.13970857174402454,0.8593962846871149,0.8600897236541953
10,0.13969413560146518,0.8594253404620692,0.860955440145226
