,rrmse,nse,r2
1,0.19998718962447,0.7118921803803875,0.7130830717853559
2,0.17420097103063814,0.7813991561941653,0.7829207962055884
3,0.18059126255374533,0.7650669269759672,0.7675487103112782
4,0.16869730272859143,0.794993812783015,0.7981540240873083
5,0.1680797921880862,0.7964919017736422,0.798670674397399
6,0.18167442928468067,0.7622402693422771,0.7630953528128149
7,0.18306177948995397,0.7585951170862995,0.760067381688655
8,0.1839327620462392,0.7562925104445606,0.7596226681820175
9,0.17575076484049526,0.7774922519688325,0.7819030684503702
10,0.1857956704570431,0.7513308727992689,0.7552901739368584
