,rrmse,nse,r2
1,0.36871553084534664,0.7389708894872207,0.7390249928140019
2,0.3457974692105795,0.7704117264952036,0.7707130654225465
3,0.33620889184739267,0.7829676506361798,0.7835107135297845
4,0.3334986902909474,0.7864525712346477,0.7867955823944824
5,0.3286289643492568,0.7926434504228543,0.793659795383243
6,0.3327334567443986,0.7874314426941701,0.7895650801196837
7,0.3366532389094845,0.7823935943449714,0.7853218688841214
8,0.3421475926132503,0.7752327363580425,0.7779339307497309
9,0.34936096103877445,0.7656554658919639,0.7689313994024267
10,0.3593795442549907,0.7520222081600909,0.7592105254586443
