,rrmse,nse,r2
1,0.19870078575719358,0.7155867271211134,0.7197568824971662
2,0.1844176253087551,0.7550059473147805,0.7626140442586865
3,0.18421316231251128,0.755548893787289,0.7629301635078887
4,0.17627582159488608,0.7761607788435504,0.7772521942279075
5,0.16875379346953837,0.7948564911987086,0.7960691838404518
6,0.1725276480346957,0.78557861607114,0.7870223090098883
7,0.16272304162067006,0.8092569169804975,0.8093972737496732
8,0.1669306847887663,0.7992650284035495,0.8070786670416076
9,0.16365298645864906,0.8070705345343798,0.8141905687228821
10,0.17068930747482758,0.7901237364993329,0.7936828517258052
