,rrmse,nse,r2
1,0.17968342475615248,0.6897114104478563,0.6925124300296851
2,0.1701603382255156,0.7217299588113596,0.7229557916259906
3,0.15786884196348994,0.7604795392023151,0.7645041811004766
4,0.15520396742629647,0.7684976469801582,0.7735202642637549
5,0.15147484175923553,0.7794887317922536,0.7836830680512437
6,0.15195468262312664,0.7780894511095029,0.7847511990356494
7,0.14923637667669026,0.7859579191125521,0.7905619948002267
8,0.14793420336686017,0.7896769036571643,0.7931711571935544
9,0.14709130408067453,0.7920668327946737,0.7950645215990197
10,0.14966183427367935,0.7847357554405646,0.7897202386984081
11,0.14889035782639212,0.7869493226265936,0.7943629745578759
12,0.14884075410617426,0.7870912572143367,0.7947955343438485
