Station Name,Water Year,Snow Water Equivalent (in) Start of Month Values,Precipitation Accumulation (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Precipitation Accumulation (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Precipitation Accumulation (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Precipitation Accumulation (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Precipitation Accumulation (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Precipitation Accumulation (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Precipitation Accumulation (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Precipitation Accumulation (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Precipitation Accumulation (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Precipitation Accumulation (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Precipitation Accumulation (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Precipitation Accumulation (in) Start of Month Values
Red Mountain Pass,1995,0,0,1.8,3.3,9,10.4,10.9,12.6,16.6,17.7,21,21.7,28.6,28.8,31.6,33.4,31.3,41,0,44.2,0,46.5,0,50.4
Red Mountain Pass,1996,0,0,0,1.2,3.2,4.4,6.5,8,12.8,15.7,19.1,20.5,25.6,24.5,23.5,29.1,0,29.3,0,32.4,0,33.4,0,34.6
Red Mountain Pass,1997,0,0,4.2,8,10.3,14.4,15.9,20.4,23,27.3,27.2,30.5,28,32.6,34.3,39.2,19.4,42.5,0,44.8,0,47.3,0,51.8
Red Mountain Pass,1998,0,0,0.9,5.2,4.9,9.4,7.1,12,10.6,15.6,14.1,18.9,21.1,24.9,25,29.8,8.8,30.9,0,31.3,0,33.8,0,36.4
Red Mountain Pass,1999,0,0,4.2,6.8,8.2,11.4,9.9,13.1,14.2,17.9,17.1,20.9,18.3,22.7,26.4,32,16.2,37.4,0,40,0,44.9,0,51.2
Red Mountain Pass,2000,0,0,0,0.7,1.3,1.8,4,4.6,8.9,9.6,13.9,14.7,22.1,22.8,18.8,25.6,0,27.4,0,27.4,0,28.4,0,33
Red Mountain Pass,2001,0,0,4.2,6.2,7.1,9.3,9.4,12.1,12.9,16.2,16.8,20.6,19.9,24.5,22.7,30.4,5.6,33.1,0,33.8,0,36.8,0,40.1
Red Mountain Pass,2002,0,0,0.1,1.8,4.8,6.4,8.2,9.9,9.6,11.2,12.1,14.2,14.6,16.8,5.3,18.2,0,18.3,0,18.4,0,20.5,0,22.6
Red Mountain Pass,2003,0,0,2.3,4.3,6.4,8.4,9.2,11.1,10.3,12,14.7,16.8,17.5,20.4,17.3,23.6,0.5,25.6,0,25.8,0,27.5,0,30.8
Red Mountain Pass,2004,0,0,0,1,6.5,7.2,11.5,11.9,14.9,15,20.4,20.7,21.1,22.7,25.3,29.1,3.4,29.9,0,30.4,0,33.6,0,34.4
Red Mountain Pass,2005,0,0,4.5,5.1,8.9,9.8,12.3,13,19.7,20.1,23.1,24.3,28.1,26.3,30.3,34.1,12.5,35.5,0,37.7,0,39.8,0,42.5
Red Mountain Pass,2006,0,0,0.9,3.5,3.8,6.6,8.7,11.9,12.9,16.2,14.8,18.8,22.4,25.9,17.6,28.8,0,29.5,0,30.2,0,36.8,0,40.2
Red Mountain Pass,2007,0,0,2.8,6.2,6.2,9.7,9.9,13.6,13.3,16.9,17.4,21.1,19,24.3,21.3,30.3,11.6,33.7,0,34.4,0,38.3,0,41.6
Red Mountain Pass,2008,0,0,1.4,4.3,5.5,7.5,13.1,14.7,20.8,23.2,27.9,30.3,30.5,33.1,30.9,36.8,18.9,40.5,0,41,0,42.6,0,46.7
Red Mountain Pass,2009,0,0,0.6,2.8,5.6,7.8,13.6,16,16.8,19.4,19.8,23,23.2,25.8,21.3,31.2,0,33.3,0,36.9,0,38.8,0,40.1
Red Mountain Pass,2010,0,0,1.8,3.9,3.4,5.8,8.6,11.3,13,15.9,17.1,20,22.7,25.2,20.8,29.2,0,30.2,0,30.6,0,34.2,0,38.5
Red Mountain Pass,2011,0,0,1.6,4.2,5.3,8.3,13.3,16,16.2,19.5,21,24.4,24.1,28.2,32.1,35.2,27.9,41.3,0,41.9,0,45.3,0,47.3
Red Mountain Pass,2012,0,0,1.2,4.1,4.6,7.7,6.9,10.7,10.5,14.5,15.5,19.6,15.8,21.9,11.3,24.5,0,24.5,0,24.5,0,27.8,0,30.1
Red Mountain Pass,2013,0,0,0,1,2.1,3.1,6.2,7,10.5,11.6,14.5,15.3,17,18.1,15.4,21.5,0,22.2,0,22.2,0,26.6,0,31.8
Red Mountain Pass,2014,0,0,3.7,4.6,8,8.8,10.4,11.6,14.2,15.3,18.2,20.3,22.4,24.2,24.5,28.5,10.8,31.7,0,31.7,0,35,0,37.8
Red Mountain Pass,2015,0,0,0,1.8,5.2,7.4,9.7,12.6,11.6,14.8,15.8,19.2,17.3,21.6,14.8,23.8,17.6,31.4,0,33.3,0,37.2,0,39.9
Red Mountain Pass,2016,0,0,1.2,4.4,5.6,9.7,10.2,15.7,13.6,20.7,15.7,22.8,20,27.2,23,31.7,18,34.8,0,36.4,0,38,0,43.3
Red Mountain Pass,2017,0,0,0,0.6,4.2,5,9.8,11,18.5,19.8,22.1,23.4,26.6,28.1,24.3,31.2,14.3,34.4,0,34.6,0,38.8,0,41.6
Red Mountain Pass,2018,0,0,0.9,1.3,2.5,2.4,3.5,3.2,7.6,7.7,12,12,14.1,14.6,12.8,18.2,0,19.2,0,19.2,0,20.6,0,22.1
Red Mountain Pass,2019,0,0,3.4,4.4,6.2,7.3,9.6,10.6,15.1,15.9,22.8,22.6,33,32.3,35.9,36,33.6,41.4,1.9,42.1,0,43.2,0,45.3
Red Mountain Pass,2020,0,0,1,1.5,5.3,5.6,10.9,11.2,14.5,14.7,18.4,18.6,23.6,23.7,21.5,25.9,3.1,26.3,0,28.4,0,31.2,0,31.6
Red Mountain Pass,2021,0,0,0.7,0.6,4.9,4.2,8.4,7.6,11.9,11,15.9,14.8,21,19.9,18.6,21.9,7.9,25.6,0,27.4,0,32.5,0,34.2
Red Mountain Pass,2022,0.2,0,3,4.7,4,6,11.8,13.3,12.6,14.6,16.4,18.3,19.3,22.7,16.4,24.6,0,25.1,0,28.2,0,32.3,0,34.9
Senorita Divide #2,1981,0,0,1,3.1,1.9,4.2,3.3,5.1,3,5.4,4.8,7.1,8.7,12.5,1.6,14.6,0,17.4,0,20.4,0,24.2,0,27.4
Senorita Divide #2,1982,0,0,0,1.5,0.6,2.8,1.3,4.1,5.1,7.9,9.6,12.1,11.8,16.1,0,17.3,0,19.5,0,19.8,0,22.3,0,26.8
Senorita Divide #2,1983,0,0,0,1.1,1.5,4.7,6.2,8.3,11.4,12.8,14.4,15.9,20.5,22.6,10.9,24.6,0,25.7,0,26,0,28.5,0,34.1
Senorita Divide #2,1984,0,0,0,1.2,1.8,4.2,9.3,12.2,11.2,14,12,15.1,11.3,18.4,0.1,21.4,0,22.1,0,24.4,0,26.3,0,30.2
Senorita Divide #2,1985,0,0,0.1,6,0.7,7.1,5,11.4,8.2,15.4,10.4,17.8,11.4,22.8,0,26.8,0,28,0,29.3,0,32.4,0,34
Senorita Divide #2,1986,0,0,0,3,2.1,6,2.4,6.8,2.8,7.3,3.4,10.4,3.4,14.3,0,18.3,0,20,0,23,0,27.6,0,30.6
Senorita Divide #2,1987,0,0,0,4.1,1.3,6.9,1.5,7.8,4.3,10.3,8.5,14.1,10.3,15.9,0,17.3,0,19.3,0,20.6,0,21.8,0,24.1
Senorita Divide #2,1988,0,0,0,1.3,3.1,6,4.1,7.9,10.3,12.2,10.7,13.5,10.1,15,0,17.6,0,18.6,0,20.8,0,22.3,0,27.4
Senorita Divide #2,1989,0,0,0,1.1,2.2,3.9,2.3,5.2,6.9,8.3,9.8,10.7,1.3,11.8,0,11.8,0,11.8,0,12,0,14.9,0,19
Senorita Divide #2,1990,0,0,0,2.8,0.2,3.2,0.5,4,2.4,6,5,8.6,5.8,12.5,0,16,0,17.4,0,18.2,0,23.2,0,27.4
Senorita Divide #2,1991,0,0,0,1,0,3.5,4.2,8.2,5.7,10.1,8.2,11.8,13.6,16.7,0,16.9,0,18.2,0,19.8,0,24.5,0,26.8
Senorita Divide #2,1992,0,0,0.4,1.2,4.4,8.1,9.1,12.6,11,14,13.6,16.2,17.2,21.9,0,22.2,0,26.3,0,26.6,0,29.4,0,34.5
Senorita Divide #2,1993,0,0,0,1.7,2.9,5.3,5.9,8.8,11.7,15.3,15.7,20.1,14.5,22.5,0.2,22.7,0,24.2,0,24.4,0,24.6,0,29.9
Senorita Divide #2,1994,0,0,0.3,2,2.3,5.1,3,6,4.4,7.7,6.8,10.5,5.7,13.2,0,15.9,0,17.9,0,18.3,0,19.4,0,22.6
Senorita Divide #2,1995,0,0,0,3.6,0.5,8,2,9.6,8.6,16.8,9.6,18.6,10.3,22.2,4.6,26,0,27.6,0,29,0,30.1,0,32.2
Senorita Divide #2,1996,0,0,0,0.1,0,1,1,2.2,2.3,3.8,2,5.1,0.1,6.8,0,7.1,0,7.1,0,10.9,0,13.2,0,17.1
Senorita Divide #2,1997,0,0,1.6,2.9,3.5,6.6,4.4,8.3,11.5,14,13.5,14.8,8.7,17.5,0.2,19.7,0,21.3,0,22.8,0,24.8,0,29.2
Senorita Divide #2,1998,0,0,0,1.8,1.8,4.3,5.1,8,6.8,9.9,10.1,13.1,10.7,16.6,3.3,18.8,0,19.4,0,19.6,0,23.5,0,26.9
Senorita Divide #2,1999,0,0,0,4.9,0.6,7.1,0.6,7.6,0.8,8.6,0,9.3,0,11.3,0,16,0,17.8,0,19.3,0,25.6,0,30
Senorita Divide #2,2000,0,0,0,0.3,0,0.5,0.3,1,2.3,3.7,2.5,4.3,6.9,10.5,0,12,0,12.4,0,12.4,0,15.1,0,17.3
Senorita Divide #2,2001,0,0,0,4.6,1.5,6.9,1.8,7.5,4.7,10.7,8.1,14,8.8,16.7,0,19.4,0,20.5,0,21.2,0,23.1,0,25.4
Senorita Divide #2,2002,0,0,0,0.6,1.3,2.5,2.9,4.5,3.5,5.4,4,6,0,6.2,0,6.9,0,7,0,7.9,0,10.4,0,12.6
Senorita Divide #2,2003,0,0,0.1,3.5,0.5,6.3,1.6,8.6,1.7,8.9,6.1,14,7.2,17.1,0,18.6,0,19.5,0,19.8,0,23.3,0,26.1
Senorita Divide #2,2004,0,0,0,1.7,0.6,3.1,1.5,4.2,3.6,6.3,7.2,10.2,2,11.6,0,16.1,0,16.3,0,17.2,0,18.7,0,19.5
Senorita Divide #2,2005,0,0,0,2,0.7,2.9,2.5,5.4,5.7,9,9.7,14.8,12.3,18.6,2.3,21.2,0,22,0,22.4,0,22.7,0,24.9
Senorita Divide #2,2006,0,0,0,1.8,0,1.9,0,2.5,0.6,3.2,0,3.4,0.9,5.6,0,6.3,0,6.3,0,7.2,0,11.3,0,16.2
Senorita Divide #2,2007,0,0,0,1.9,0.5,2.9,4,6.1,7.5,8.8,10.1,12.7,5.3,13.9,0,16,0,18.2,0,19.4,0,24.3,0,29.1
Senorita Divide #2,2008,0,0,0,0.6,0.5,1.7,3.5,7.4,6.6,10.5,10.8,14.4,7.9,14.5,0,15.1,0,16,0,16.2,0,18.3,0,19.3
Senorita Divide #2,2009,0,0,0,1.2,0.6,2,5,5.4,6.1,7.1,5.9,8.1,3.2,8.8,0,12.3,0,13.6,0,15.9,0,18.2,0,20.2
Senorita Divide #2,2010,0,0,0,1.8,0.5,2.7,2.8,5.7,6.4,9.4,8.5,11.5,10.7,14.9,0,17,0,17.3,0,17.3,0,24.9,0,27.6
Senorita Divide #2,2011,0,0,0,2,0,2.5,3.4,6.5,3.8,6.8,4.4,7.5,0.2,8.4,0,10.6,0,12.1,0,12.1,0,13.8,0,16.1
Senorita Divide #2,2012,0,0,0,3.1,1.8,6,4.5,9.4,5.4,10.9,7.8,13.9,4.6,15.5,0,16.8,0,17.3,0,17.4,0,24.3,0,28.4
Senorita Divide #2,2013,0,0,0,0.8,0,1.1,2.7,3.2,3.9,4,4.9,4.8,3.4,5,0,6.2,0,6.6,0,6.7,0,8.7,0,11.2
Senorita Divide #2,2014,0,0,0.3,1.5,1.8,4.4,2,5.1,1.9,5.1,0.1,5.8,0,7.9,0,9,0,10.2,0,10.2,0,18.4,0,21.1
Senorita Divide #2,2015,0,0,0,1.7,0.1,3.1,1.5,6.4,5.1,9.5,6.9,11.4,1.1,13,0,14.2,0,19.5,0,22.1,0,25.2,0,26.9
Senorita Divide #2,2016,0,0,0,2.9,1.4,5.9,4.2,9.5,7.2,12.7,7.2,14.3,3.4,14.3,0,16.5,0,17.1,0,17.5,0,17.9,0,22.1
Senorita Divide #2,2017,0,0,0,0.6,1.6,3.8,4.1,6.8,7.9,11.6,8.2,12.9,4.1,15,0,18.5,0,18.8,0,18.8,0,20.8,0,21.9
Senorita Divide #2,2018,0,0,0,0.6,0,0.9,0,1,1.4,3.1,3.3,5.7,0,6.4,0,6.4,0,7.7,0,8.2,0,10.9,0,12.5
Senorita Divide #2,2019,0,0,0.1,3.5,0.5,4.7,2.5,7.2,5.2,10.2,7.5,13.4,7.9,16.3,0,18.2,0,21.4,0,21.4,0,22.3,0,25
Senorita Divide #2,2020,0,0,0,0.6,0.9,1.9,4,5.6,6,7.4,7.3,8.7,4.5,10.4,0,11.1,0,11.1,0,11.1,0,12.5,0,13.3
Senorita Divide #2,2021,0,0,1.2,2.1,0,2.9,1.8,5.5,3.8,7.4,4.7,9.2,5.8,11.1,0,11.7,0,12.6,0,13.6,0,16.1,0,17.9
Senorita Divide #2,2022,0,0,0,0.9,0,1.5,2.7,5,3.3,5.7,5,7.6,4.7,9,0,10.1,0,10.1,0,15.1,0,19.1,0,22.1
Slumgullion,1980,,,,,,,,,,,,,,,,,,,,,,,0,24.8
Slumgullion,1981,0,0,0,1.2,1,2.1,2.4,3,2.9,3.7,4.5,5.1,7.8,7.9,2.9,9.2,0,13.5,0,15.9,0,19.7,0,21.9
Slumgullion,1982,0,0,2.5,4.3,5,5.4,7.6,8.1,10.2,10.9,12.5,12.5,15.7,15.5,17.4,17.6,4.2,20.3,0,20.6,0,23.1,0,29.6
Slumgullion,1983,0,0,1.7,1.1,5.2,4.7,6.6,5.3,6.9,5.9,8.8,7.2,11.5,10.2,14.3,13,4.9,15.5,0,16.8,0,18.3,0,21.1
Slumgullion,1984,0,0,0,0.9,3.4,4.6,11.9,10.5,11.9,12.3,14,14.9,17.6,18.6,20.5,22.3,1.5,24.1,0,26.4,0,29.9,0,33.5
Slumgullion,1985,0,0,4.4,3.8,5.4,4.9,8,8.2,9.2,8.9,11,10.4,15.1,14.8,16.6,18.6,4,20.5,0,21,0,23.6,0,24.8
Slumgullion,1986,0,0,2.5,2.2,8.5,6.7,9.6,9,10.2,9.2,13.3,12,15.2,13.8,16.5,17.6,3.2,19.8,0,22,0,24.6,0,27.3
Slumgullion,1987,0,0,3,4.3,6,7.5,6.7,7.8,10.1,10.8,15,15.3,18.6,18.8,17.1,20.6,6.9,22.1,0,23.1,0,23.8,0,25.8
Slumgullion,1988,0,0,1.1,1.1,3.9,3.7,6.1,5.6,8.2,7.6,9.4,8.9,11.1,10.6,10.5,12.6,0,14.2,0,16.1,0,17.6,0,21
Slumgullion,1989,0,0,0,1,3.3,4.6,6,7.1,8.1,9,9.8,11,11,12.4,9.6,13.9,0,14.6,0,14.7,0,17.8,0,19.1
Slumgullion,1990,0,0,1.5,1.7,2.2,2.4,3.4,3.2,5.1,4.6,6.6,6,8.8,8.1,12.3,13.6,0.7,15.8,0,16,0,18.7,0,21.4
Slumgullion,1991,0,0,2.8,3,7.5,6.4,8.5,8,9.2,8.6,10,9.1,13.7,13,14.3,15.3,0,16.7,0,17.6,0,21.6,0,24.4
Slumgullion,1992,0,0,1.7,1.3,5.4,4.6,6.3,5.4,7.2,6.2,8.3,7.1,11.1,9.8,9.1,10.2,0.5,14.6,0,15,0,17.5,0,20.8
Slumgullion,1993,0,0,0.5,1.1,3.3,3.6,5.4,5.3,7.4,7.1,10.4,10.2,12.4,12.3,12.2,14.5,0,16.8,0,17.9,0,18.3,0,21.6
Slumgullion,1994,0,0,1.5,2.4,3.4,4.2,4.4,4.9,6,6.2,8,7.3,10,9.5,12.7,12.9,0,14.4,0,15.2,0,15.9,0,17.3
Slumgullion,1995,0,0,2.7,3.1,7.2,7.6,7.8,8.3,10.2,10.1,12.4,11.8,15.5,15.3,18.1,18.6,16.2,22.4,0,24.5,0,25.6,0,28.1
Slumgullion,1996,0,0,1.2,0.6,3.9,3,5.5,4.7,9.5,8.5,12.1,11,14.1,12.4,13.2,14.5,0,14.7,0,16.9,0,18,0,18.9
Slumgullion,1997,0,0,4.7,6.9,7.1,9.2,11.1,12.8,14.5,15.6,16.7,17.3,18,17.8,22.4,21.5,5.6,22.3,0,24.3,0,27,0,30.1
Slumgullion,1998,0,0,2.4,3.4,5.3,6.2,6.5,6.9,8.7,8.7,10.4,10.4,14.1,14.4,14.7,16.9,0,17,0,17.1,0,21.6,0,23.7
Slumgullion,1999,0,0,4,5,5.9,6.5,6.5,7.4,9.4,10,11.4,12,13.2,13.7,19.7,21.7,8.7,24.9,0,25.2,0,29.9,0,33
Slumgullion,2000,0,0,0.5,0.5,1,0.8,2.4,2.2,4.2,4,6.8,7,13.3,13.7,9.8,14.9,0,16,0,16.5,0,17.3,0,22.3
Slumgullion,2001,0,0,5,4.9,6,6.1,7.5,7.5,9.9,9.6,13.1,12.5,15.6,14.9,15.6,18.4,0,20.9,0,20.9,0,23.8,0,26.7
Slumgullion,2002,0,0,0.4,0.6,2.8,2.1,4.6,3.5,5.3,4.5,6.2,5.7,7.7,7.3,3.1,8.3,0,8.4,0,8.4,0,9.7,0,10.8
Slumgullion,2003,0.7,0,0.9,2.6,3.5,4.9,4.6,5.7,5.7,6.6,7.4,8.1,11.2,10.8,9.7,12.7,0,13.6,0,14.3,0,17.5,0,20.2
Slumgullion,2004,0,0,0,0.6,3,4,5.3,5.9,7,7.2,9.3,9.3,11.1,10.6,13.4,14.3,0,15,0,15.6,0,17.4,0,18.2
Slumgullion,2005,0,0,3.2,3.6,6.4,6.5,9.4,9.2,13.8,12.8,15.2,14.1,16.6,15.5,18.5,17.8,0,18.9,0,19.7,0,20.1,0,22.2
Slumgullion,2006,0,0,1,2.4,2.9,4.1,5.7,6.2,7.9,8.4,9.5,10,13.4,13.4,12.1,15.5,0,15.9,0,16.4,0,20.4,0,24
Slumgullion,2007,0,0,2.8,4.3,5.1,6.5,7.8,8.7,9.4,10.1,11.1,11.5,12.9,13.4,14.7,18.2,2.8,20.3,0,20.4,0,24.2,0,28.9
Slumgullion,2008,0,0,1.1,1.4,3.2,3.3,8.2,8.2,11.9,11.7,15.4,14.9,17.3,16.8,16.2,18.7,2.8,21,0,21,0,22.6,0,24.2
Slumgullion,2009,0,0,1,1.3,2.7,2.7,7.2,7.3,7.9,7.9,10,10,12,12,11.6,16.5,0,18,0,19.8,0,21.3,0,22.7
Slumgullion,2010,0,0,3,2.8,4,3.3,6.1,5.5,8.6,7.9,10.5,9.8,13.7,13,12.9,16.2,0,16.7,0,16.9,0,19.1,0,20.8
Slumgullion,2011,0,0,1.6,2.7,4.3,4.8,7.3,7.8,9.5,9.5,12.1,11.8,14,13.7,16.4,17.8,6.7,20.4,0,20.4,0,22.1,0,23.1
Slumgullion,2012,0,0,2.2,2.5,4,4.4,5.8,6.1,7.3,7.5,10.5,10.6,11.7,12.1,8.6,14,0,14.4,0,14.7,0,17.5,0,20.2
Slumgullion,2013,0,0,0.5,0.9,1.7,2.2,3.2,3.6,5.4,5.7,7.3,7.5,8.8,9,8.7,12.5,0,13.5,0,13.7,0,15.9,0,19.4
Slumgullion,2014,0,0,2.4,2.9,4.7,5.5,6.2,6.8,9.4,9.3,12.4,12.4,13.9,13.7,14.2,16.7,1.1,19.3,0,19.3,0,21.5,0,22.7
Slumgullion,2015,0.4,0,0,1,4.2,5.1,7.3,8.1,8,8.6,10.6,11.1,11.8,12.7,12.6,15.6,3.6,19.8,0,21.9,0,24,0,25.6
Slumgullion,2016,0,0,0.3,1.5,4,4.8,8,8.4,11,10.6,12.2,11.8,14.3,13.9,14.4,17.3,0,18.9,0,19,0,20.9,0,23.1
Slumgullion,2017,0,0,0,0.3,2.2,2.5,6.5,6.5,11.9,11.5,13.9,13.2,14.8,15.6,10.2,17.6,0,20.2,0,20.2,0,23.9,0,24.6
Slumgullion,2018,0,0,0.8,1.3,2,2.3,2.7,3,4.3,4.4,7.2,7.1,8.1,7.9,1,10.2,0,10.5,0,10.9,0,12.7,0,13.8
Slumgullion,2019,0,0,2.2,2.7,4.3,4.5,6.5,6.3,8.8,8.4,13.9,13.1,21.1,20.4,18.5,22.7,13.6,26.5,0,26.6,0,28.3,0,30.1
Slumgullion,2020,0,0,0.9,1.1,4.4,4.2,8,7.3,9.5,8.4,11.8,9.8,14.7,12.1,12.3,14,0,14.1,0,15.1,0,17.6,0,18.8
Slumgullion,2021,0,0,0.9,0.9,4,3.8,6.4,5.7,7.9,6.8,9.7,8.2,12.9,10.9,9.2,11.8,0,14,0,14.2,0,18.1,0,19.9
Slumgullion,2022,0,0,1.6,2,2.3,2.7,5.4,5.6,6.3,6.4,8.7,8.8,10.7,10.9,2.6,12.2,0,12.6,0,15.2,0,19.6,0,22.3
Tony Grove Lake,1979,0,0,0,0,6,5.8,18.6,14.7,28.3,24.3,37.8,29,42.8,34.1,36.4,37,4.5,39.6,0,41,0,41.7,0,43.4
Tony Grove Lake,1980,0,0,1.7,5.4,6.7,9.9,8.3,11,26,26.7,32.9,32.4,40.7,40,31.5,40.7,13.8,45.1,0,48.5,0,48.8,0,50
Tony Grove Lake,1981,0,0,1.2,2.2,4.9,6.5,6.4,8.9,9.2,12.5,12.8,15.3,20.2,20.3,5,21,0,30.4,0,33.6,0,34.4,0,35
Tony Grove Lake,1982,0,0,1.6,5,4.9,10.3,22.1,27.5,35.1,40.5,41.3,44.2,52.8,58.6,50,73.2,25.7,75.8,0,76.6,0,80.5,0,81.2
Tony Grove Lake,1983,2.7,0,1.8,4,8.3,11.4,14.3,18.3,19.8,22.8,25.1,27.9,36.7,34.2,42,41.7,35.6,48.2,0,49.6,0,53,0,55.2
Tony Grove Lake,1984,0,0,0,3.9,9.3,14.2,28.9,31.2,32.7,31.6,40.6,37.2,47.3,44,49,49.6,30.2,53.4,0,57,0,60,0,62
Tony Grove Lake,1985,0,0,3.6,5.8,12.8,14.7,22,22,24.1,24.1,29.9,28.4,38.7,33.9,31.3,36.3,0,39.7,0,40.8,0,44.3,0,44.4
Tony Grove Lake,1986,0.8,0,2.6,5.3,13,16.6,15.7,19.8,22.6,26.4,45.4,49.1,53.2,53.5,48.3,61.6,21.6,64.9,0,65,0,67.9,0,69
Tony Grove Lake,1987,1.9,0,0,1.8,4.7,8,5.5,8.3,10,13,13.4,16.1,16.7,19.6,3.6,20,0,25,0,25.4,0,27.2,0,29.4
Tony Grove Lake,1988,0,0,0,1.7,2.1,5.6,7.7,11.3,16,18.8,20.6,22.9,26.9,28.4,20,31.4,0,34.4,0,34.5,0,34.6,0,35.5
Tony Grove Lake,1989,0,0,0,0.1,10.4,12.2,15.7,16.3,24,23.2,31.6,28.8,43.1,39.4,35.7,44.1,8.6,46.7,0,49.2,0,49.4,0,49.9
Tony Grove Lake,1990,0,0,1.2,2.7,5,7.8,8.6,9.5,16.6,16.5,21.2,19.7,24.3,23,13.5,27.9,0,31.2,0,33.3,0,33.8,0,34.9
Tony Grove Lake,1991,0,0,0.5,2.7,4.6,7.6,10.5,13.4,16.7,18.2,20.7,20.3,28.3,27.3,28.3,31.9,12.6,36.6,0,38.3,0,38.6,0,40.2
Tony Grove Lake,1992,0,0,1.2,3.3,9.5,14.3,10.8,16,11.7,17,15.9,21.1,16.9,23.2,5.3,26.9,0,28.6,0,31.6,0,33.7,0,34.1
Tony Grove Lake,1993,0,0,1.7,3.8,7.8,11,15.7,17.8,22.4,25.2,29,30.3,35.7,38.6,40.5,44.8,15.1,48.9,0,53.9,0,57.5,0,59.3
Tony Grove Lake,1994,0,0,0.7,3.2,3,5.5,7.8,10,12.5,15.1,20.9,22.8,26.8,27.8,22.6,31.1,0,33.4,0,34,0,34.2,0,34.7
Tony Grove Lake,1995,0,0,0.6,4.9,7.1,11.9,10.7,16.1,19.1,24.1,25.2,29.8,33.6,37.9,33.5,42.1,24.4,46.2,0,48.6,0,49.6,0,49.9
Tony Grove Lake,1996,0,0,1.4,3.6,8.8,12.8,18.6,23.4,31.6,35.3,38.3,40.9,42.2,43.5,41.9,47.3,36.7,50.3,0,50.5,0,51.6,0,51.7
Tony Grove Lake,1997,0,0,3.2,4.8,9.9,13,30.9,30.8,48.5,47.7,51.2,50.1,53.9,54.5,55,58.2,24.3,62.1,0,64.4,0,67,0,68.9
Tony Grove Lake,1998,0,0,2.6,3.2,7.5,7.4,9.8,9.8,30.3,24.4,37.6,30.6,41.6,36.2,39.5,39.6,20,43.8,0,46.2,0,46.7,0,47.4
Tony Grove Lake,1999,0,0,0.1,3.2,6.6,9,12.7,14,24.5,22.1,37.5,32.1,43.3,37.4,46.7,42.9,30.8,46.6,0,47.9,0,48.5,0,49.6
Tony Grove Lake,2000,0,0,0,0.7,2.4,2.8,7.2,6.6,18.5,15.4,29.3,23.4,34.5,28.4,23.3,30.8,0,34.3,0,35,0,35,0,37.4
Tony Grove Lake,2001,0,0,1.4,4.5,4.7,7.8,12.8,14.9,15.6,17.5,20.7,21.6,22.2,24.4,17.1,28.4,0,31.2,0,32.9,0,34.2,0,34.5
Tony Grove Lake,2002,0,0,1.4,3.6,4.5,8.3,15,16.6,20,20.3,25.1,24.5,29.3,28.4,24.1,32.2,0,35.7,0,36.1,0,36.8,0,37.2
Tony Grove Lake,2003,0,0,1.5,3.4,5.9,8.2,11.4,13.3,15.7,17.2,24.7,24.8,33.1,32.5,25.6,33.5,0,37.3,0,38.1,0,38.9,0,40.6
Tony Grove Lake,2004,0,0,1,1.7,7.1,9.1,17.1,17.4,23.8,22.5,29.2,26.4,27.8,29,21,32.9,0,37.5,0,38.8,0,38.8,0,40.6
Tony Grove Lake,2005,0,0,7.4,8.8,9.5,12.1,18,19.1,27.9,26.2,35.8,32.9,44,38.2,45.1,41.9,20.2,44,0,45.7,0,45.7,0,46.1
Tony Grove Lake,2006,0,0,0.5,2.6,6.7,9.3,23.3,22.8,38.7,34.8,46.9,39.4,56,46.1,51.8,48.9,19.5,50.6,0,51.4,0,51.9,0,52.8
Tony Grove Lake,2007,0,0,0.9,2.6,6,8.1,12.4,12.8,14.5,14.7,22.4,21.2,23.1,24.5,15.2,27.2,0,28.3,0,30,0,30.5,0,31.1
Tony Grove Lake,2008,0,0,0,3,1.8,4.7,9.8,12.2,21.7,21.5,31,28.6,39.9,34.7,37.4,37.4,16.6,40.7,0,43,0,43.1,0,45.1
Tony Grove Lake,2009,0,0,0,1.6,3.6,6.7,12.8,14.4,22.9,22.2,29.1,27.4,39.2,36.7,36.4,41.1,4,44.4,0,50.8,0,51.3,0,52.7
Tony Grove Lake,2010,0.2,0,0.9,4.3,1.7,5.9,5.9,9.5,15.2,18,20.8,22.2,23.9,24.7,23,32.3,15.6,36.7,0,40.2,0,40.4,0,41.8
Tony Grove Lake,2011,0,0,3.1,7.5,10.9,15,24.2,25,34,33.2,42.9,40.3,55.3,49.2,65.6,58,57.8,65.7,10.6,67.6,0,68.6,0,70
Tony Grove Lake,2012,0,0,0.3,5,6.5,10.4,8.4,11.8,19.3,20.6,26.8,25.7,27.3,28.4,16.7,32.1,0,35.6,0,36.1,0,36.8,0,37.9
